brood 37 (48-h) mapped counts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,b37_0_8A.fastq.trim.sam.counts,b37_0_8B.fastq.trim.sam.counts,b37_0_8C.fastq.trim.sam.counts,b37_0_8D.fastq.trim.sam.counts,b37_10_7.5A.fastq.trim.sam.counts,b37_10_7.5B.fastq.trim.sam.counts,b37_10_7.5C.fastq.trim.sam.counts,b37_10_7.5D.fastq.trim.sam.counts,b37_10_8A.fastq.trim.sam.counts,b37_10_8B.fastq.trim.sam.counts,b37_10_8C.fastq.trim.sam.counts,b37_10_8D.fastq.trim.sam.counts,b37_24_7.5A.fastq.trim.sam.counts,b37_24_7.5B.fastq.trim.sam.counts,b37_24_7.5C.fastq.trim.sam.counts,b37_24_7.5D.fastq.trim.sam.counts,b37_24_8A.fastq.trim.sam.counts,b37_24_8B.fastq.trim.sam.counts,b37_24_8C.fastq.trim.sam.counts,b37_24_8D.fastq.trim.sam.counts,b37_48_7.5A.fastq.trim.sam.counts,b37_48_7.5B.fastq.trim.sam.counts,b37_48_7.5C.fastq.trim.sam.counts,b37_48_7.5D.fastq.trim.sam.counts,b37_48_8A.fastq.trim.sam.counts,b37_48_8B.fastq.trim.sam.counts,b37_48_8C.fastq.trim.sam.counts,b37_48_8D.fastq.trim.sam.counts,b37_4_7.5A.fastq.trim.sam.counts,b37_4_7.5B.fastq.trim.sam.counts,b37_4_7.5C.fastq.trim.sam.counts,b37_4_7.5D.fastq.trim.sam.counts,b37_4_8A.fastq.trim.sam.counts,b37_4_8B.fastq.trim.sam.counts,b37_4_8C.fastq.trim.sam.counts,b37_4_8D.fastq.trim.sam.counts
TRINITY_DN10177_c0_g1,4,1,3,0,7,9,4,0,1,4,3,3,4,5,1,0,2,5,3,8,11,12,1,7,4,10,4,11,8,18,13,2,17,0,2,0
TRINITY_DN10178_c0_g1,18,19,20,5,16,28,77,0,8,4,10,44,17,0,26,2,10,33,6,51,16,78,7,11,32,63,10,50,13,75,14,13,78,0,6,0
TRINITY_DN10179_c0_g1,0,1,1,0,0,1,2,0,0,1,0,2,0,0,0,0,0,0,0,1,0,2,0,0,2,2,1,0,1,1,0,0,1,0,0,0
TRINITY_DN10181_c0_g1,1,0,0,0,0,1,1,0,0,0,1,1,2,0,0,0,2,1,0,2,2,3,1,0,0,1,1,0,0,1,0,0,3,0,0,0
TRINITY_DN10182_c0_g1,0,0,2,0,0,0,2,0,0,0,0,3,1,0,0,0,0,2,0,1,0,6,2,1,1,0,0,0,0,0,0,0,1,0,0,0
TRINITY_DN10186_c0_g1,3,0,1,0,0,3,1,0,1,0,0,2,0,0,1,0,0,2,0,0,1,2,0,0,9,3,1,0,0,1,0,1,2,0,0,0
TRINITY_DN10189_c0_g1,0,4,3,1,6,7,2,0,4,0,1,3,3,0,4,0,5,6,1,7,13,20,2,1,3,12,3,5,13,7,12,1,3,0,1,0
TRINITY_DN1018_c0_g1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,0,0,0,1,0,0,0,0,2,0,0,0,0,0
TRINITY_DN10192_c0_g1,8,7,3,2,7,6,8,0,2,3,7,8,3,0,6,0,4,9,1,18,10,8,6,9,5,7,1,13,10,13,10,3,8,0,0,0
TRINITY_DN10194_c0_g1,13,19,12,3,20,21,28,2,6,10,6,16,8,6,15,4,9,25,6,41,10,39,3,11,13,50,8,22,16,42,22,11,34,0,2,0
TRINITY_DN10195_c0_g1,4,1,2,0,5,3,4,0,2,5,2,1,0,0,2,0,4,3,1,9,7,16,0,0,3,6,3,4,9,5,2,0,7,0,1,0
TRINITY_DN10196_c0_g1,22,38,25,12,68,19,52,2,21,31,73,65,25,8,28,19,29,38,9,83,127,111,22,21,50,69,37,47,70,73,47,15,75,9,3,5
TRINITY_DN10198_c0_g1,1,1,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,2,0,3,1,0,1,3,1,1,1,1,0,0,1,0,0,0
TRINITY_DN10199_c0_g1,2,1,3,0,1,4,1,0,1,0,4,2,4,0,0,0,2,3,0,4,10,9,1,1,1,4,0,3,6,7,2,1,3,0,0,0
TRINITY_DN1019_c0_g1,2,0,2,0,0,2,1,0,1,0,3,0,0,0,0,0,1,2,0,5,1,1,1,0,0,2,0,1,4,1,0,0,2,0,0,0
TRINITY_DN10200_c0_g1,0,1,1,0,4,2,4,0,0,1,4,4,0,0,3,0,1,0,0,5,3,8,0,5,4,5,1,3,3,4,0,1,3,0,0,0
TRINITY_DN10201_c0_g1,2,4,2,0,3,5,9,0,0,3,2,6,3,0,1,0,10,9,1,12,7,14,1,1,6,8,2,2,5,13,7,2,11,0,0,0
TRINITY_DN10203_c0_g1,1,3,0,0,2,0,0,0,0,1,0,2,0,0,0,0,0,4,0,1,0,8,0,0,0,1,2,1,0,3,0,0,3,0,1,0
TRINITY_DN10204_c0_g1,4,2,0,1,0,1,3,0,1,0,0,4,1,0,1,0,0,4,2,8,6,1,1,2,4,13,4,3,4,7,0,2,6,0,0,0
TRINITY_DN10206_c0_g1,6,7,9,0,2,4,8,0,2,2,1,12,6,0,3,0,3,5,1,17,13,20,3,3,4,15,4,6,6,10,3,4,10,0,0,0
TRINITY_DN10207_c0_g1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0
TRINITY_DN10208_c0_g1,6,4,9,0,7,5,12,0,5,1,5,14,4,0,7,0,1,10,1,20,18,29,1,10,11,27,5,25,7,21,5,8,22,0,1,0
TRINITY_DN10213_c0_g1,5,18,5,2,6,12,13,0,1,1,6,10,4,0,6,2,0,8,0,10,5,23,1,3,6,11,5,2,8,14,5,3,14,3,1,0
TRINITY_DN10214_c0_g1,1,3,1,1,0,0,0,0,1,0,1,4,0,0,0,0,1,2,0,2,0,6,0,1,2,5,1,3,1,6,1,1,4,0,1,0
TRINITY_DN10216_c0_g1,0,3,2,0,0,0,7,0,1,1,0,2,1,0,0,0,2,3,3,9,6,14,1,1,0,4,0,1,5,1,5,0,11,0,0,0
TRINITY_DN10217_c0_g1,2,0,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0,2,0,4,4,7,0,0,3,6,4,1,4,5,3,0,2,0,0,0
TRINITY_DN1021_c0_g1,7,7,2,0,4,3,5,0,1,4,2,4,4,0,2,0,1,3,0,9,12,11,1,6,1,12,5,7,16,2,1,2,7,0,1,0
TRINITY_DN10220_c0_g1,0,1,0,0,1,0,2,0,0,0,0,2,0,0,0,0,0,1,0,0,1,5,0,0,1,2,0,0,0,1,0,0,2,0,0,0
TRINITY_DN10223_c0_g1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
TRINITY_DN10224_c0_g1,1,2,0,0,0,4,3,0,0,0,0,1,0,0,0,0,0,1,0,0,0,3,0,2,0,0,0,1,2,2,0,1,4,0,0,0
TRINITY_DN10225_c0_g1,1,0,0,0,1,3,0,0,0,0,1,2,0,0,3,0,1,1,0,6,4,6,0,0,1,3,0,0,0,5,1,0,0,0,0,0
TRINITY_DN10230_c0_g1,1,0,2,0,2,2,1,0,0,0,0,0,1,0,0,0,0,1,2,0,0,1,0,2,1,3,0,0,4,0,2,0,0,0,0,0
TRINITY_DN10233_c0_g1,1,4,5,1,3,2,2,1,0,4,8,7,1,0,0,0,0,3,0,5,5,11,0,1,3,13,0,2,6,2,1,2,3,0,1,0
TRINITY_DN10234_c0_g1,7,1,7,2,5,11,11,0,0,3,2,9,1,0,3,0,1,4,2,9,5,16,0,6,5,11,3,10,19,7,0,5,17,1,1,0
TRINITY_DN10235_c0_g1,5,1,4,0,10,1,8,0,1,5,4,10,7,1,7,0,5,8,2,23,24,39,6,8,11,30,5,17,3,5,4,5,6,0,0,0
TRINITY_DN10236_c0_g1,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,2,0,1,0,7,0,0,2,0,1,1,0,0,0,0,1,0,0,0
TRINITY_DN10237_c0_g1,2,1,5,3,5,3,6,0,2,2,8,6,4,0,0,1,6,5,2,15,11,26,0,1,2,12,5,4,6,12,3,0,6,1,1,0
TRINITY_DN10238_c0_g1,4,4,3,1,2,3,5,0,0,0,0,7,1,0,1,0,0,0,0,8,3,21,0,2,3,6,3,7,1,5,5,3,11,0,0,0
TRINITY_DN10239_c0_g1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,3,2,1,1,0,0,1,1,0,0,5,1,0,0,1,0,0,0
TRINITY_DN1023_c0_g1,4,5,3,1,2,9,6,0,2,4,0,10,4,0,9,0,0,3,0,19,11,24,1,6,10,16,0,8,12,10,4,5,13,0,0,0
TRINITY_DN10240_c0_g1,8,7,3,3,9,8,13,0,4,4,4,1,3,0,8,1,2,5,0,19,26,20,5,6,15,22,18,32,17,14,0,3,11,0,1,0
TRINITY_DN10244_c0_g1,0,0,0,0,2,0,1,0,0,1,0,0,0,0,2,0,0,0,0,4,3,3,1,0,0,0,1,0,3,3,0,1,6,0,0,0
TRINITY_DN10246_c0_g1,1,1,0,0,1,0,0,0,0,1,1,3,0,0,0,0,0,1,0,2,1,5,1,2,2,3,2,1,1,1,2,0,3,0,0,0
TRINITY_DN10247_c0_g1,3,4,3,3,1,3,8,0,5,2,0,6,6,0,5,0,2,13,1,20,15,35,2,3,4,2,2,14,5,9,8,3,28,0,1,0
TRINITY_DN10248_c0_g1,2,22,10,2,20,11,16,1,8,8,0,7,6,0,6,0,10,21,2,17,25,16,3,7,5,16,2,5,24,23,22,1,15,0,2,0
TRINITY_DN10249_c0_g1,0,1,4,0,2,0,3,0,1,2,1,3,1,0,0,0,1,3,1,4,4,8,0,2,0,7,0,3,4,5,0,1,3,0,0,0
TRINITY_DN1024_c0_g1,6,4,2,0,5,1,6,0,1,1,1,3,1,0,1,0,0,4,2,5,7,8,2,2,4,11,4,5,8,9,1,2,14,0,0,0
TRINITY_DN10251_c0_g1,6,6,2,5,3,5,9,0,9,1,6,14,5,0,4,0,1,18,1,15,4,9,3,5,10,18,1,17,7,26,3,2,14,0,0,0
TRINITY_DN10252_c0_g1,0,3,5,0,4,1,5,0,2,0,4,3,1,1,6,0,1,1,1,7,6,7,0,2,2,8,4,1,2,8,5,0,6,0,0,0
TRINITY_DN10253_c0_g1,28,33,13,9,64,18,46,0,12,37,63,42,24,6,42,7,40,31,21,102,182,147,24,24,51,111,44,70,95,72,23,12,52,6,4,4
TRINITY_DN10254_c0_g1,22,35,14,10,2,44,41,0,24,1,1,54,41,0,27,0,0,53,0,79,4,105,17,20,34,57,24,32,5,60,0,15,65,0,9,0
TRINITY_DN10256_c0_g1,0,3,1,1,5,2,5,0,0,3,1,3,0,0,2,0,2,0,2,0,10,10,0,3,1,7,2,1,3,1,2,1,1,0,1,0
TRINITY_DN10259_c0_g1,23,17,8,4,19,10,28,1,7,9,22,19,6,0,26,0,13,26,1,29,37,46,5,9,30,55,3,33,13,55,14,10,40,1,7,0
TRINITY_DN1025_c0_g1,115,113,100,18,51,160,153,4,35,40,34,87,40,0,110,4,33,126,15,194,81,346,18,63,139,220,59,179,122,244,48,59,237,1,23,2
TRINITY_DN10260_c0_g1,1,1,0,2,1,11,11,0,0,1,0,3,2,0,7,0,0,2,2,4,2,7,1,3,2,5,1,6,6,16,0,1,3,0,1,0
TRINITY_DN10261_c0_g1,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0
TRINITY_DN10263_c0_g1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,3,0,2,6,0,0,2,1,1,1,0,1,0,1,3,0,0,0
TRINITY_DN10265_c0_g1,3,10,8,0,7,3,12,0,0,1,4,11,4,0,2,2,2,9,1,19,12,13,0,6,6,17,2,3,1,19,0,3,12,0,0,0
TRINITY_DN10268_c0_g1,30,34,18,7,14,37,40,0,5,8,9,45,17,1,23,0,8,33,9,56,17,80,16,12,49,76,17,46,56,82,28,20,67,2,8,0
TRINITY_DN10269_c0_g1,40,54,32,7,37,64,73,0,20,16,19,49,20,0,33,1,21,39,22,71,52,154,7,21,55,81,18,62,70,114,23,44,96,3,9,0
TRINITY_DN10271_c0_g1,0,4,2,0,0,4,2,0,0,1,2,3,0,0,0,0,1,0,0,2,6,4,1,1,5,10,4,6,12,8,3,1,6,2,0,0
TRINITY_DN10272_c0_g1,0,0,0,0,0,0,1,0,0,0,0,3,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
TRINITY_DN10273_c0_g1,8,6,7,2,0,8,12,0,0,2,7,7,7,0,5,0,1,6,2,10,11,26,4,0,6,39,2,7,5,17,4,11,19,1,0,0
TRINITY_DN10274_c0_g1,1,4,3,0,0,1,7,0,0,0,0,1,2,0,0,0,0,4,0,4,4,5,0,0,0,4,0,1,0,3,2,0,7,0,2,0
TRINITY_DN10275_c0_g1,6,0,6,4,13,4,14,0,5,1,3,8,2,0,1,0,2,8,0,17,7,23,2,5,6,16,6,15,11,21,7,5,18,0,2,1
TRINITY_DN10277_c0_g1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,3,0,0,0,0,1,1,0,0,0,0,0,0,0,0
TRINITY_DN10278_c0_g1,2,0,1,0,2,0,2,0,1,0,0,3,5,0,0,0,0,1,0,7,2,11,2,0,1,4,1,0,5,6,0,0,1,0,0,0
TRINITY_DN10280_c0_g1,123,121,93,19,393,319,223,38,228,354,184,313,253,14,125,66,238,621,86,203,536,256,37,214,425,415,274,353,285,295,116,133,540,49,72,16
TRINITY_DN10282_c0_g1,2,1,2,2,6,1,1,0,0,2,2,4,0,0,2,0,1,1,1,1,10,5,0,3,3,4,1,3,0,4,4,0,6,2,0,0
TRINITY_DN10286_c0_g1,0,0,2,0,3,1,5,1,0,2,2,2,1,0,0,0,0,1,1,3,3,7,1,1,1,5,2,9,2,3,1,2,3,0,0,0
TRINITY_DN10287_c0_g1,1,4,4,3,13,2,10,2,2,6,11,13,3,3,4,1,3,5,3,3,13,14,3,6,4,8,5,9,16,9,13,7,17,2,1,0
TRINITY_DN10289_c0_g1,2,0,0,0,0,1,3,0,3,0,0,0,0,0,1,0,0,0,0,1,0,4,0,0,2,3,1,1,9,2,0,1,4,0,1,0
TRINITY_DN10290_c0_g1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
TRINITY_DN10292_c0_g1,1,1,3,1,0,6,4,0,1,0,0,8,1,0,1,0,0,4,0,3,2,6,0,0,0,7,0,1,6,2,0,3,5,0,0,0
TRINITY_DN10293_c0_g1,0,0,0,2,0,2,0,0,0,0,2,1,0,0,0,0,2,0,0,3,0,5,1,0,3,1,2,2,0,0,2,0,0,0,1,0
TRINITY_DN10294_c0_g1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRINITY_DN10297_c0_g1,7,2,0,0,1,0,1,0,5,2,0,6,3,0,0,0,0,8,0,2,0,12,4,0,8,14,1,3,3,12,1,2,5,0,0,0
TRINITY_DN10298_c0_g1,4,2,6,1,1,1,3,0,5,7,0,2,2,0,5,0,2,5,0,13,6,16,0,1,6,11,2,2,11,7,6,3,3,0,0,0
TRINITY_DN10299_c0_g1,5,4,0,2,4,3,4,0,3,0,2,5,1,0,0,0,3,2,1,9,4,8,1,4,4,4,2,2,3,5,3,2,4,0,0,0
TRINITY_DN1029_c0_g1,5,3,2,0,1,1,3,0,3,0,1,3,0,0,6,0,1,5,1,8,0,22,1,4,1,15,1,10,5,13,3,10,12,0,1,0
TRINITY_DN102_c0_g1,0,2,0,0,0,0,2,0,2,1,0,0,2,0,0,0,0,4,0,6,6,14,0,1,1,4,2,6,0,2,0,0,3,0,0,0
TRINITY_DN10302_c0_g1,2,2,2,0,2,4,10,0,2,7,0,6,2,0,0,0,1,1,0,10,3,20,0,4,1,10,3,2,7,10,4,1,6,0,0,0
TRINITY_DN10304_c0_g1,3,15,4,1,11,10,9,0,4,1,8,7,6,0,4,0,3,16,0,13,11,29,2,4,8,3,6,9,15,13,8,9,13,0,1,0
TRINITY_DN10306_c0_g1,2,2,2,0,0,1,1,0,0,0,1,6,1,0,1,0,0,2,0,1,1,3,0,1,3,0,2,1,1,0,0,0,2,0,0,0
TRINITY_DN10307_c0_g1,3,5,1,0,14,5,6,0,5,14,12,5,1,1,3,1,12,3,5,5,7,16,3,1,1,3,3,2,17,8,4,0,13,3,1,1
TRINITY_DN10309_c0_g1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,3,3,3,0,0,0,1,0,1,1,0,0,0,4,0,0,0
TRINITY_DN1030_c0_g1,0,1,0,0,0,0,2,0,0,0,0,1,1,0,1,0,0,2,0,6,0,7,1,1,3,4,1,0,2,2,0,1,2,0,0,0
TRINITY_DN10312_c0_g1,0,1,1,1,1,0,3,1,2,1,2,0,0,0,0,1,1,3,0,3,13,6,0,0,2,1,0,0,7,2,5,0,2,0,0,0
TRINITY_DN10318_c0_g1,2,5,1,0,0,1,1,0,3,0,1,6,5,0,1,0,0,2,0,7,3,8,1,1,0,5,1,4,2,6,0,1,25,0,1,0
TRINITY_DN10321_c0_g1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,4,1,5,0,0,0,0,1,0,0,0
TRINITY_DN10322_c0_g1,6,9,0,2,4,5,12,0,4,3,2,5,2,0,5,0,0,3,3,4,0,8,1,3,4,3,0,1,11,13,0,6,14,0,1,0
TRINITY_DN10323_c0_g1,63,58,62,11,38,70,152,1,40,29,25,164,86,2,90,2,14,168,17,231,119,405,37,60,94,228,64,117,95,196,34,48,243,2,6,4
TRINITY_DN10324_c0_g1,0,0,0,0,0,0,3,0,0,0,0,1,0,0,2,0,2,1,0,0,2,2,0,0,1,1,1,0,1,0,0,1,5,0,0,0
TRINITY_DN10326_c0_g1,2,0,0,0,0,1,0,0,0,0,0,1,2,0,2,0,0,0,0,2,2,13,0,1,0,3,2,2,1,1,0,0,1,0,0,0
TRINITY_DN1032_c0_g1,0,2,0,0,0,2,1,0,2,0,0,1,0,0,1,0,0,0,0,2,3,0,0,1,0,0,0,2,2,3,0,1,1,0,0,0
TRINITY_DN10331_c0_g1,5,5,3,2,2,2,4,0,3,1,2,13,4,1,1,1,3,12,1,11,7,15,6,4,8,14,2,4,2,6,6,2,10,0,0,0
TRINITY_DN10332_c0_g1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,2,1,0,1,4,0,0,0,3,0,0,0
TRINITY_DN10333_c0_g1,2,1,2,0,0,0,4,0,0,0,1,3,1,0,0,0,0,1,0,6,0,7,0,1,2,6,0,2,0,0,3,0,2,0,0,0
TRINITY_DN10335_c0_g1,40,38,37,9,13,45,107,0,35,5,12,106,56,0,36,0,2,98,5,159,47,284,16,28,41,132,30,91,33,111,8,22,159,0,10,0
TRINITY_DN10338_c0_g1,0,0,1,0,0,1,0,0,1,0,0,3,2,0,1,0,0,0,0,1,2,6,0,0,0,3,2,0,0,1,0,2,1,0,0,0
TRINITY_DN10340_c0_g1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRINITY_DN10342_c0_g1,12,19,7,5,9,15,15,0,5,17,3,18,9,0,19,0,8,18,7,32,38,58,0,9,20,45,9,24,23,23,13,8,34,0,7,0
TRINITY_DN10342_c1_g1,12,18,17,4,13,18,26,1,6,7,9,22,15,0,14,2,12,15,11,44,27,54,15,10,23,54,17,33,11,40,7,12,36,1,1,0
TRINITY_DN10343_c0_g1,1,1,1,0,3,0,0,0,1,0,1,4,0,0,1,0,1,1,0,3,2,4,0,2,1,1,1,2,4,3,0,0,2,0,0,0
TRINITY_DN10346_c0_g1,5,8,11,8,5,5,6,0,2,7,4,14,3,0,6,0,3,5,3,16,12,33,2,9,7,12,4,5,6,18,10,9,16,1,3,0
TRINITY_DN10350_c0_g1,3,3,1,2,2,1,2,0,1,2,2,5,1,0,0,1,2,2,0,5,9,5,2,3,4,1,0,4,8,7,5,1,5,0,0,0
TRINITY_DN10355_c0_g1,12,16,11,5,10,35,22,0,3,6,4,18,14,2,10,0,3,24,3,34,14,29,4,15,33,27,8,36,13,55,5,12,41,2,2,2
TRINITY_DN10356_c0_g1,1,0,4,1,6,0,3,0,2,0,1,3,3,0,0,0,0,2,3,2,5,13,0,1,3,6,2,5,3,3,0,4,9,0,1,0
TRINITY_DN10360_c0_g1,25,15,18,1,2,20,32,0,4,2,1,19,11,0,6,1,1,48,3,48,18,58,5,11,14,49,16,28,14,53,10,11,58,0,4,0
TRINITY_DN10362_c0_g1,15,20,30,2,16,30,43,1,20,8,11,44,21,0,18,3,3,43,2,55,26,103,13,15,25,37,10,33,19,48,9,10,52,1,4,0
TRINITY_DN10366_c0_g1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,2,0,2,0,1,2,0,0,0
TRINITY_DN10367_c0_g1,7,20,8,0,3,8,27,0,0,4,6,20,6,0,13,1,5,12,2,27,15,28,2,10,7,30,9,16,15,15,13,10,22,0,2,0
TRINITY_DN10368_c0_g1,1,4,3,0,1,5,1,0,2,0,1,7,1,0,4,0,6,11,2,5,1,13,0,2,1,14,0,3,1,5,6,3,24,0,0,0
TRINITY_DN1036_c0_g1,79,95,93,16,24,81,130,1,21,16,24,120,62,3,76,3,21,106,8,151,94,187,30,65,54,221,48,152,84,171,39,63,211,2,12,2
TRINITY_DN10373_c0_g1,0,1,1,0,0,3,4,0,0,1,0,2,1,0,3,0,0,1,0,1,1,4,0,0,0,7,1,0,2,0,0,0,3,0,0,0
TRINITY_DN10378_c0_g1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,1,0,0,0,3,0,0,0,1,0,0,1,0,1,0
TRINITY_DN10379_c0_g1,2,2,1,2,3,2,6,0,1,0,4,4,3,0,4,0,5,3,0,14,5,7,2,1,0,3,1,4,7,6,3,1,8,0,0,0
TRINITY_DN1037_c0_g1,0,0,0,0,1,0,2,0,0,1,6,0,0,0,0,1,0,0,0,4,3,3,0,2,1,0,0,0,7,1,0,0,2,0,0,1
TRINITY_DN10380_c0_g1,4,2,3,1,0,0,3,0,1,1,2,2,2,0,2,0,0,2,0,6,3,5,1,1,1,10,1,3,3,5,1,1,5,0,0,0
TRINITY_DN10382_c0_g1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,2,0,0,0,1,0,0,0,0,2,0,2,0,0,0
TRINITY_DN10386_c0_g1,5,16,9,6,18,11,24,0,3,4,13,18,4,3,5,5,6,10,5,12,25,33,3,9,4,30,12,15,12,24,3,5,33,2,1,1
TRINITY_DN10387_c0_g1,0,0,0,0,0,0,5,0,0,2,2,1,0,0,2,0,2,2,0,1,1,0,0,0,3,0,0,1,0,1,0,0,3,0,0,0
TRINITY_DN10388_c0_g1,4,12,12,2,31,9,10,2,4,19,21,24,18,5,11,4,10,15,2,31,35,38,4,13,13,20,6,13,33,28,12,4,29,3,2,0
TRINITY_DN1038_c0_g1,0,0,1,0,0,1,2,0,1,0,0,4,0,0,1,0,0,1,3,3,2,6,2,4,2,1,2,8,0,2,0,5,1,0,0,0
TRINITY_DN10390_c0_g1,0,2,8,0,5,5,11,0,3,5,10,9,8,0,3,0,1,12,3,15,17,23,5,9,4,13,7,13,17,20,7,5,15,1,1,0
TRINITY_DN10391_c0_g1,8,8,5,1,2,12,11,0,4,1,2,8,2,0,2,0,0,9,0,20,1,21,2,2,6,13,3,16,2,23,1,3,13,0,0,0
TRINITY_DN10392_c0_g1,1,5,0,0,2,7,1,0,2,0,4,3,1,0,1,0,0,2,1,9,5,12,0,2,2,12,1,2,9,2,1,1,8,0,0,0
TRINITY_DN10393_c0_g1,2,2,1,1,7,1,2,0,1,1,0,0,0,0,5,0,0,0,0,3,8,11,0,7,2,4,4,4,14,7,1,0,2,0,0,0
TRINITY_DN10394_c0_g1,16,18,14,5,15,25,14,1,2,7,10,17,2,0,14,4,10,14,3,29,14,26,5,16,13,33,12,11,20,33,22,15,34,1,4,0
TRINITY_DN10396_c0_g1,10,17,10,4,32,8,14,0,7,12,16,18,9,2,12,1,11,16,2,18,31,24,8,17,9,11,13,9,30,17,10,5,17,0,5,2
TRINITY_DN10397_c0_g1,2,2,0,0,9,2,3,0,3,1,3,7,2,2,3,0,0,8,0,5,10,15,2,2,1,12,3,5,4,4,3,5,9,1,0,0
TRINITY_DN10398_c0_g1,3,2,5,1,14,3,10,0,3,1,7,3,1,0,8,0,6,1,0,4,7,14,1,4,6,8,1,6,8,8,2,3,4,0,1,0
TRINITY_DN103_c0_g1,1,1,1,0,0,0,2,0,0,0,0,3,1,0,4,0,0,0,0,2,0,5,1,0,0,2,2,2,0,6,0,0,4,0,0,0
TRINITY_DN10400_c0_g1,12,19,12,6,21,25,25,0,2,6,7,21,7,1,13,0,2,11,4,35,20,67,6,14,12,38,13,21,28,42,7,18,29,1,1,0
TRINITY_DN10401_c0_g1,7,12,10,0,5,5,9,0,6,8,5,13,7,1,4,0,9,15,4,24,28,53,0,8,17,29,10,15,26,23,21,8,27,0,0,0
TRINITY_DN10404_c0_g1,1,1,1,0,4,1,2,0,0,1,2,0,1,0,2,0,0,2,1,1,0,8,1,2,0,4,1,2,5,2,0,0,5,0,0,0
TRINITY_DN10405_c0_g1,7,5,4,0,6,20,6,0,3,6,5,10,4,0,2,0,4,11,9,13,7,22,0,5,6,15,5,4,19,15,6,4,18,0,0,0
TRINITY_DN10407_c0_g1,6,2,0,1,12,8,4,0,0,1,2,0,1,0,4,0,1,5,2,5,8,14,0,1,2,10,4,4,0,2,2,0,8,0,0,0
TRINITY_DN10408_c0_g1,6,6,7,1,34,8,7,1,3,13,32,10,4,2,3,6,20,5,5,14,35,15,3,4,5,13,5,8,24,10,10,5,8,3,0,4
TRINITY_DN10409_c0_g1,1,4,2,0,1,2,2,0,0,2,2,1,1,3,3,0,3,1,0,4,0,6,1,2,5,1,0,0,1,8,0,0,1,0,0,0
TRINITY_DN10410_c0_g1,0,1,2,2,1,1,2,0,0,0,5,1,0,0,4,0,2,4,0,3,5,7,1,3,0,1,0,1,5,1,3,1,12,0,0,0
TRINITY_DN10411_c0_g1,0,0,0,0,3,0,1,0,1,1,1,5,0,0,4,0,0,0,0,1,1,3,0,0,0,2,1,2,0,4,0,0,5,0,0,0
TRINITY_DN10412_c0_g1,1,0,1,1,1,1,0,0,0,0,3,0,0,0,0,1,0,1,0,3,2,1,0,0,1,1,0,1,2,0,2,0,3,0,0,0
TRINITY_DN10416_c0_g1,0,1,0,0,2,0,9,0,1,0,3,1,3,0,0,1,0,3,1,4,11,15,1,4,5,6,0,4,1,1,0,0,2,0,0,0
TRINITY_DN10419_c0_g1,2,1,1,1,5,3,1,0,0,0,0,10,0,0,1,0,0,3,1,14,7,5,1,2,4,2,2,2,0,0,1,0,8,0,1,0
TRINITY_DN10420_c0_g1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
TRINITY_DN10421_c0_g1,37,38,35,9,58,36,46,4,13,29,32,50,22,8,26,8,8,33,11,70,52,78,10,33,23,75,25,72,51,81,34,32,65,7,3,6
