brood 37 (48-h) mapped counts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,b37_0_8A.fastq.trim.sam.counts,b37_0_8B.fastq.trim.sam.counts,b37_0_8C.fastq.trim.sam.counts,b37_0_8D.fastq.trim.sam.counts,b37_10_7.5A.fastq.trim.sam.counts,b37_10_7.5B.fastq.trim.sam.counts,b37_10_7.5C.fastq.trim.sam.counts,b37_10_7.5D.fastq.trim.sam.counts,b37_10_8A.fastq.trim.sam.counts,b37_10_8B.fastq.trim.sam.counts,b37_10_8C.fastq.trim.sam.counts,b37_10_8D.fastq.trim.sam.counts,b37_24_7.5A.fastq.trim.sam.counts,b37_24_7.5B.fastq.trim.sam.counts,b37_24_7.5C.fastq.trim.sam.counts,b37_24_7.5D.fastq.trim.sam.counts,b37_24_8A.fastq.trim.sam.counts,b37_24_8B.fastq.trim.sam.counts,b37_24_8C.fastq.trim.sam.counts,b37_24_8D.fastq.trim.sam.counts,b37_48_7.5A.fastq.trim.sam.counts,b37_48_7.5B.fastq.trim.sam.counts,b37_48_7.5C.fastq.trim.sam.counts,b37_48_7.5D.fastq.trim.sam.counts,b37_48_8A.fastq.trim.sam.counts,b37_48_8B.fastq.trim.sam.counts,b37_48_8C.fastq.trim.sam.counts,b37_48_8D.fastq.trim.sam.counts,b37_4_7.5A.fastq.trim.sam.counts,b37_4_7.5B.fastq.trim.sam.counts,b37_4_7.5C.fastq.trim.sam.counts,b37_4_7.5D.fastq.trim.sam.counts,b37_4_8A.fastq.trim.sam.counts,b37_4_8B.fastq.trim.sam.counts,b37_4_8C.fastq.trim.sam.counts,b37_4_8D.fastq.trim.sam.counts
TRINITY_DN40014_c0_g1,1,0,0,0,2,1,1,0,0,0,2,1,0,0,1,0,0,0,0,2,3,2,2,1,0,0,0,0,3,1,0,0,0,0,0,0
TRINITY_DN40016_c0_g1,3,5,2,2,5,1,1,0,2,0,2,0,2,0,1,0,1,3,0,3,3,3,0,1,1,7,2,2,1,5,1,1,9,0,1,0
TRINITY_DN40017_c0_g1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
TRINITY_DN40018_c0_g1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRINITY_DN40019_c0_g1,1,2,0,1,5,0,1,0,3,0,0,1,2,0,0,0,0,1,0,7,2,5,2,1,0,6,0,2,7,5,2,0,1,0,0,0
TRINITY_DN40020_c0_g1,7,2,1,0,7,3,5,0,2,2,4,5,2,1,2,0,2,2,1,11,4,6,2,2,4,9,0,2,6,8,1,1,3,0,0,0
TRINITY_DN40021_c0_g1,1,0,0,2,0,0,1,4,0,2,0,2,0,7,3,1,0,2,2,0,3,0,5,0,0,2,14,1,0,2,2,0,1,0,0,3
TRINITY_DN40022_c0_g1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRINITY_DN40023_c0_g1,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,1,0,4,3,1,0,0,2,0,0,4,0,2,0,0,2,0,0,0
TRINITY_DN4002_c0_g1,5,1,5,3,1,3,1,0,0,0,1,3,7,0,0,0,0,3,0,3,0,5,2,0,0,4,0,6,0,7,0,2,3,0,1,0
TRINITY_DN4004_c0_g1,31,27,19,7,11,23,50,0,5,9,8,40,18,0,32,4,5,27,2,52,26,69,7,16,23,79,14,41,37,59,14,17,63,0,8,0
TRINITY_DN4005_c0_g1,87,104,96,46,95,115,142,7,30,57,60,113,73,5,73,16,51,91,30,222,166,287,44,98,92,247,82,133,145,259,68,86,198,4,22,1
TRINITY_DN4006_c0_g1,5,11,14,2,18,2,21,0,6,6,14,28,10,1,9,0,17,14,10,31,22,40,4,9,15,32,14,10,24,32,16,4,26,1,1,0
TRINITY_DN4007_c0_g1,2,5,2,1,10,0,7,0,1,1,3,5,1,0,6,2,1,6,2,4,8,16,1,2,3,8,2,7,8,7,4,3,5,0,1,0
TRINITY_DN4008_c0_g1,15,16,16,4,20,19,24,0,6,5,12,13,7,0,10,0,10,16,6,22,21,43,7,10,11,36,11,22,33,57,14,13,33,1,1,0
TRINITY_DN4009_c0_g1,2,3,2,0,2,1,2,0,8,1,0,7,4,0,4,0,0,5,0,5,3,7,1,0,0,4,2,6,4,1,0,1,1,0,0,0
TRINITY_DN400_c0_g1,1,4,2,0,0,1,5,0,2,0,0,3,1,0,2,0,0,3,0,5,0,3,0,1,0,10,1,3,5,2,0,0,3,0,1,0
TRINITY_DN4010_c0_g1,81,94,191,21,60,73,129,0,28,25,46,168,90,4,82,16,49,118,43,300,102,289,35,70,57,173,69,100,83,211,55,55,216,1,15,0
TRINITY_DN4012_c0_g1,2,4,2,1,7,2,5,2,1,5,7,11,3,1,2,1,7,2,4,8,14,15,2,1,4,10,2,4,1,5,5,1,12,0,0,0
TRINITY_DN4013_c0_g1,4,17,18,2,19,27,21,3,3,17,18,19,8,2,11,2,9,11,7,26,24,53,3,13,12,31,11,21,24,24,11,11,31,0,4,0
TRINITY_DN4014_c0_g1,1,3,8,2,3,7,5,0,2,1,1,1,4,0,1,0,1,1,0,8,6,6,1,3,6,10,4,9,5,11,5,5,7,1,0,0
TRINITY_DN4015_c0_g1,0,2,1,0,0,0,5,0,1,3,4,5,0,0,2,0,1,4,3,9,10,9,0,2,4,4,3,3,12,5,3,2,6,0,1,0
TRINITY_DN4016_c0_g1,3,6,3,1,5,11,8,1,8,6,4,7,4,1,8,2,2,9,1,16,12,16,4,4,6,9,0,3,12,15,3,5,28,0,0,0
TRINITY_DN4017_c0_g1,4,4,3,1,7,4,12,0,3,0,3,6,3,1,7,1,5,6,4,19,8,28,3,8,9,12,1,6,5,11,1,3,12,1,1,1
TRINITY_DN4018_c0_g1,4,2,5,1,2,1,3,0,3,2,4,5,3,1,8,0,2,6,3,8,6,14,3,4,2,13,2,1,7,11,12,4,4,0,0,1
TRINITY_DN4019_c0_g1,92,97,58,11,150,102,136,1,39,58,82,106,51,9,69,9,37,103,29,199,148,207,15,65,81,145,48,121,135,219,69,82,184,12,31,4
TRINITY_DN4020_c0_g1,3,0,1,1,0,3,1,0,4,0,0,5,10,0,7,0,0,7,0,17,1,28,4,5,6,6,3,4,0,11,0,4,8,0,0,0
TRINITY_DN4021_c0_g1,0,1,2,0,2,1,1,0,3,2,1,3,1,0,1,0,0,1,1,2,2,11,0,0,0,2,2,2,2,6,0,1,1,0,2,0
TRINITY_DN4023_c1_g1,4,9,6,1,4,4,6,0,0,2,0,6,6,0,6,0,4,1,3,12,7,17,0,3,9,14,8,16,12,7,2,5,14,0,2,0
TRINITY_DN4026_c0_g1,9,10,12,2,13,20,26,0,7,7,4,27,13,0,7,0,7,25,2,50,18,75,4,11,15,36,9,22,32,24,14,8,32,1,4,0
TRINITY_DN402_c0_g1,10,19,24,9,15,20,34,0,17,11,9,29,26,0,18,0,8,37,2,50,39,102,6,9,19,42,13,23,25,66,6,17,56,0,0,0
TRINITY_DN4030_c0_g1,2,1,1,1,4,6,12,0,0,0,4,8,4,0,1,1,2,5,0,6,10,12,2,4,1,10,2,2,9,14,3,3,12,0,1,0
TRINITY_DN4031_c0_g1,5,4,3,0,3,4,6,0,1,7,1,5,5,0,2,0,3,6,0,7,16,28,4,3,5,5,3,4,6,13,6,4,12,0,1,0
TRINITY_DN4034_c0_g1,96,386,171,46,87,315,257,1,59,54,36,148,87,3,69,10,32,171,47,220,113,300,47,126,113,324,59,169,213,204,164,84,342,14,35,2
TRINITY_DN4035_c0_g1,6,5,1,3,2,3,4,1,6,3,1,12,6,0,1,0,1,8,5,20,1,11,5,1,8,10,2,12,10,10,2,3,12,0,1,0
TRINITY_DN4036_c0_g1,0,1,1,0,2,0,3,0,0,1,1,2,2,0,0,0,1,0,0,1,5,1,0,2,0,1,0,1,2,0,0,1,2,0,0,0
TRINITY_DN4037_c0_g1,0,0,1,0,0,0,0,0,0,1,3,1,0,0,0,0,0,1,1,0,0,3,0,1,0,0,2,0,2,0,0,1,0,0,0,0
TRINITY_DN4038_c0_g1,5,7,1,2,1,6,12,0,3,0,1,12,8,0,3,0,1,12,0,12,1,13,2,7,6,10,2,3,4,13,0,0,20,0,0,1
TRINITY_DN4039_c0_g1,5,13,4,3,14,15,11,0,3,10,5,12,5,0,8,1,1,8,6,14,2,18,2,4,6,22,6,9,26,26,18,9,23,2,3,0
TRINITY_DN403_c0_g1,3,6,2,0,3,12,5,0,4,0,2,6,2,0,4,1,4,7,0,13,5,14,2,4,1,11,3,7,2,4,5,5,12,0,0,0
TRINITY_DN4041_c0_g1,0,0,1,1,1,1,0,0,1,2,1,5,0,0,0,0,1,2,0,1,3,2,0,0,2,3,0,2,4,0,3,1,1,0,0,0
TRINITY_DN4043_c0_g1,4,6,7,0,7,5,3,0,1,2,2,11,6,0,4,1,0,4,0,6,8,15,0,1,8,17,5,9,2,9,7,3,5,0,1,0
TRINITY_DN4047_c0_g1,0,0,0,0,0,3,3,0,0,1,2,1,2,0,2,1,0,0,0,1,0,3,0,0,3,2,2,0,0,1,0,0,2,0,0,0
TRINITY_DN4048_c0_g1,5,14,8,2,15,10,12,1,4,9,13,13,2,0,4,2,5,5,1,21,23,30,3,7,10,21,5,10,25,15,3,7,18,1,1,1
TRINITY_DN4049_c0_g1,527,504,554,156,382,548,822,15,277,220,319,691,344,30,497,50,229,768,136,1041,625,1285,184,322,470,1016,291,750,632,1076,399,425,1153,19,161,8
TRINITY_DN4050_c0_g1,8,7,17,2,4,17,34,0,5,0,4,14,3,0,12,0,8,17,4,31,2,34,1,8,7,27,7,11,7,22,35,8,26,0,2,1
TRINITY_DN4051_c0_g1,53,71,109,23,113,137,94,4,25,80,74,127,62,6,71,11,68,94,47,177,156,246,29,57,112,201,65,114,178,178,142,65,162,7,5,0
TRINITY_DN4053_c0_g1,40,48,37,5,57,59,31,9,11,34,64,42,11,9,25,9,31,19,25,54,85,51,7,23,24,70,15,47,82,75,46,30,52,20,9,11
TRINITY_DN4054_c0_g1,2,6,6,0,1,7,14,0,0,1,4,18,2,0,3,0,4,8,0,13,13,19,4,3,8,16,2,9,10,16,2,5,20,0,0,0
TRINITY_DN4057_c0_g1,4,2,3,3,3,3,6,0,3,0,1,6,3,0,6,0,3,4,3,7,11,16,0,6,5,9,2,10,5,15,4,1,7,0,2,0
TRINITY_DN4060_c0_g1,11,12,17,2,10,13,31,0,4,6,11,19,11,2,11,1,5,20,4,49,44,96,5,13,18,44,10,40,23,25,7,8,49,0,2,0
TRINITY_DN4061_c0_g1,6,4,3,0,0,5,10,0,4,3,4,12,10,0,2,0,1,6,2,17,2,19,3,1,1,6,1,11,12,12,0,4,14,0,3,0
TRINITY_DN4062_c0_g1,0,2,4,0,5,0,3,0,1,3,4,4,0,0,2,1,3,1,0,4,8,9,1,0,4,10,4,1,6,6,3,1,4,0,0,0
TRINITY_DN4064_c0_g1,5,1,6,2,7,8,4,0,4,3,5,15,8,1,5,1,3,11,2,12,11,18,4,4,4,13,2,7,8,7,5,2,9,0,1,0
TRINITY_DN4066_c0_g1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,2,4,0,0,1,1,0,0,2,4,3,1,0,1,0,0
TRINITY_DN4067_c0_g1,4,2,1,0,2,0,3,0,0,2,1,2,3,1,1,0,1,2,0,2,6,6,1,3,6,4,2,12,10,5,4,0,8,0,1,0
TRINITY_DN4068_c0_g1,8,4,4,0,5,2,6,0,1,1,1,9,3,0,2,0,0,4,2,10,6,21,3,2,1,7,2,3,7,5,2,0,10,0,1,1
TRINITY_DN4072_c0_g1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,0,0,0,0,0,5,0,1,0,2,3,0,0,0
TRINITY_DN4073_c0_g1,2,3,4,2,2,11,10,0,2,1,3,13,1,0,3,1,4,3,0,8,7,9,0,1,2,5,2,2,3,12,3,6,11,0,0,0
TRINITY_DN4074_c0_g1,13,11,6,5,8,14,14,0,4,5,6,20,9,1,6,0,5,9,14,26,20,39,3,7,14,36,15,17,16,39,33,7,19,1,1,0
TRINITY_DN4075_c0_g1,2,1,2,1,1,0,4,0,6,0,1,5,2,0,2,0,3,2,0,7,10,11,1,1,2,9,1,0,4,2,2,0,9,0,0,0
TRINITY_DN4077_c0_g1,2,3,1,0,8,2,7,0,8,4,9,5,2,0,4,0,3,2,3,8,14,19,6,2,4,12,9,9,13,9,0,3,5,0,0,0
TRINITY_DN407_c0_g1,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,2,0,0,1,0,0,0
TRINITY_DN4082_c0_g1,3,9,7,0,4,13,11,0,3,1,4,15,5,0,4,1,2,4,0,14,12,19,4,3,4,24,5,15,7,16,8,12,23,0,2,0
TRINITY_DN4084_c0_g1,7,7,5,1,12,1,26,1,7,6,6,11,5,0,5,1,4,9,1,17,34,30,4,8,2,18,2,21,14,9,5,11,15,0,0,0
TRINITY_DN4087_c0_g1,7,3,6,1,3,8,6,0,8,2,1,10,6,0,0,1,3,41,3,75,27,24,10,11,87,125,19,71,10,14,1,0,26,1,4,0
TRINITY_DN4088_c0_g1,1,1,4,1,2,3,1,0,0,1,0,1,0,0,1,0,0,0,3,8,13,12,0,5,0,1,0,1,4,5,1,1,4,0,0,0
TRINITY_DN4089_c0_g1,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,3,2,3,0,0,1,2,2,2,0,6,2,0,1,0,0,0
TRINITY_DN4090_c0_g1,2,2,5,1,8,7,4,0,2,3,4,7,0,0,3,0,4,1,1,9,14,12,3,5,4,7,6,6,6,7,1,1,11,2,0,0
TRINITY_DN4091_c0_g1,3,2,2,0,1,1,1,0,2,0,0,6,6,0,1,0,0,9,0,23,5,19,1,5,5,7,3,2,2,9,0,2,11,0,1,0
TRINITY_DN4093_c0_g1,0,0,0,1,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,1,0,1,3,0,0,0
TRINITY_DN4094_c0_g1,4,6,14,0,1,5,12,0,1,0,7,2,0,0,2,0,3,9,0,4,5,8,3,2,3,20,2,12,3,22,6,5,16,0,0,0
TRINITY_DN4095_c0_g1,2,2,3,0,0,0,3,0,11,0,0,4,8,0,7,0,0,8,0,14,1,30,2,1,4,11,1,0,2,13,0,2,7,0,4,0
TRINITY_DN4096_c0_g1,0,5,1,0,0,1,7,0,0,0,1,3,0,0,1,0,0,4,0,2,1,7,0,2,4,8,0,6,3,1,0,1,7,0,3,0
TRINITY_DN4097_c0_g1,3,2,6,0,0,1,4,0,0,2,0,2,3,0,2,0,1,0,3,3,2,5,1,1,1,3,1,3,2,7,2,1,4,0,0,0
TRINITY_DN4098_c0_g1,29,22,22,8,37,17,42,3,7,13,24,42,15,3,21,2,14,31,3,74,46,71,10,27,19,58,19,31,54,60,13,20,47,4,2,3
TRINITY_DN4104_c0_g1,8,9,9,1,16,6,21,0,7,10,12,6,10,3,6,1,10,15,7,16,44,66,7,12,8,18,7,23,22,16,4,2,22,0,1,2
TRINITY_DN4106_c0_g1,0,0,0,0,0,0,2,0,0,0,0,3,0,0,1,0,0,1,0,2,0,2,0,1,0,3,0,1,1,1,0,0,3,0,0,0
TRINITY_DN4108_c0_g1,0,1,0,0,0,4,1,0,2,0,0,4,0,0,0,0,0,3,0,4,0,6,0,0,0,5,0,3,0,3,0,1,8,0,1,0
TRINITY_DN410_c0_g1,0,0,0,0,0,0,1,0,1,0,0,1,3,0,5,0,0,0,0,0,0,5,4,0,0,0,0,0,0,2,0,1,0,0,0,0
TRINITY_DN4111_c0_g1,33,38,47,8,45,43,60,1,15,15,28,55,43,0,36,6,21,56,10,103,37,95,25,26,26,130,34,63,42,82,28,22,69,4,8,3
TRINITY_DN4112_c0_g1,4,11,5,2,5,14,10,1,6,0,1,14,2,0,6,0,0,7,1,8,1,14,1,3,3,15,1,7,10,4,8,6,22,2,1,0
TRINITY_DN4113_c0_g1,0,0,1,0,1,0,0,0,2,1,1,0,0,1,1,0,0,1,2,1,3,5,0,0,0,2,2,2,1,3,1,0,0,0,0,0
TRINITY_DN4114_c0_g1,1,4,2,3,0,4,8,0,0,6,0,7,3,0,1,0,0,3,0,11,2,17,1,5,9,5,4,3,1,4,0,2,14,0,2,0
TRINITY_DN4116_c0_g1,21,30,18,7,19,29,38,4,8,7,7,23,11,2,17,0,14,25,2,51,33,57,6,16,26,45,15,46,24,63,16,15,54,0,4,0
TRINITY_DN4117_c0_g1,4,23,12,2,7,16,14,0,5,6,0,8,4,0,2,0,1,8,2,21,1,14,1,9,4,18,1,8,9,17,3,4,29,0,1,0
TRINITY_DN4119_c0_g1,6,8,9,2,16,11,7,1,8,5,7,20,10,0,9,0,6,15,2,24,17,25,3,4,4,20,11,19,28,26,13,3,19,0,1,0
TRINITY_DN4120_c0_g1,0,1,0,0,4,0,1,0,1,0,0,0,1,0,0,0,8,2,1,4,10,8,1,1,0,5,0,5,4,2,1,0,1,0,1,0
TRINITY_DN4121_c0_g1,4,4,11,2,6,7,6,0,2,5,1,8,4,0,5,2,2,6,2,11,12,13,3,5,2,8,4,7,12,5,4,8,8,1,1,0
TRINITY_DN4122_c0_g1,13,7,9,1,19,13,20,0,12,7,10,14,7,1,11,2,12,11,9,32,20,25,4,11,4,23,7,20,20,19,18,9,27,0,1,0
TRINITY_DN4123_c0_g1,2,2,2,0,0,7,6,0,0,1,2,7,0,0,8,0,0,8,2,8,6,7,0,6,7,6,2,6,3,6,1,6,4,0,1,0
TRINITY_DN4124_c0_g1,6,6,5,1,14,13,4,0,2,3,4,13,4,0,13,2,1,14,1,18,54,57,3,18,18,52,6,25,16,18,4,7,15,1,4,1
TRINITY_DN4125_c0_g1,2,2,2,0,1,0,4,0,0,0,1,3,1,0,2,0,3,4,2,3,1,4,1,1,5,5,0,4,1,5,1,0,2,0,1,0
TRINITY_DN4126_c0_g1,5,2,1,1,6,1,4,0,2,3,8,3,6,1,1,0,2,3,2,6,24,20,0,5,6,4,3,4,13,5,2,0,3,1,0,0
TRINITY_DN4127_c0_g1,2,0,1,1,3,1,1,0,1,0,1,3,1,0,1,0,1,4,4,5,4,4,4,0,3,1,2,2,1,2,3,0,1,0,0,0
TRINITY_DN412_c0_g1,1,1,2,0,1,0,1,0,3,1,1,4,1,0,1,0,0,1,0,6,1,3,2,2,0,2,1,2,3,4,0,1,4,0,0,0
TRINITY_DN4133_c0_g1,18,19,19,7,17,19,29,0,8,15,11,20,25,2,10,1,17,30,2,60,57,92,4,21,14,66,9,29,29,54,26,13,54,2,4,1
TRINITY_DN4134_c0_g1,1,1,0,0,1,1,3,0,2,1,0,8,3,0,0,1,1,3,1,1,6,4,0,2,0,1,1,4,5,1,2,5,2,1,1,0
TRINITY_DN4136_c0_g1,1,0,3,0,0,2,3,0,0,1,5,1,2,0,0,0,1,0,0,4,3,5,1,2,0,2,2,3,4,2,0,0,4,0,0,0
TRINITY_DN4139_c0_g1,0,0,1,0,1,1,2,0,0,0,1,0,0,0,1,0,0,0,1,2,1,1,0,1,0,2,0,2,1,8,0,0,4,0,0,0
TRINITY_DN4140_c0_g1,2,2,4,1,0,2,4,0,1,2,0,7,1,0,2,0,0,7,0,9,1,9,0,0,1,8,1,6,3,4,0,5,7,0,1,0
TRINITY_DN4142_c0_g1,13,11,14,3,14,17,15,2,2,5,10,17,3,0,5,2,6,12,1,23,12,40,2,9,11,17,8,11,24,38,6,6,25,3,3,0
TRINITY_DN4143_c0_g1,6,6,5,2,8,1,16,0,10,3,1,13,5,1,3,0,4,11,1,13,17,40,3,4,10,20,5,8,11,23,4,8,23,0,1,0
TRINITY_DN4144_c0_g1,19,13,14,3,16,13,25,0,4,5,5,17,4,0,6,0,9,12,4,31,10,38,2,8,15,38,10,16,12,28,6,13,31,0,1,1
TRINITY_DN4146_c0_g1,0,0,0,0,0,0,2,0,3,0,0,0,0,0,0,0,4,0,0,0,0,5,1,0,0,0,0,2,0,0,0,0,0,0,0,0
TRINITY_DN4147_c0_g1,0,1,0,1,2,0,0,0,0,0,1,0,0,0,0,0,0,2,0,4,2,3,2,1,0,3,1,1,0,1,0,0,2,0,0,0
TRINITY_DN4148_c0_g1,1,3,3,0,14,5,9,0,5,9,2,13,5,0,1,0,0,5,4,15,11,22,1,4,2,9,4,3,10,19,16,2,15,0,2,0
TRINITY_DN4149_c0_g1,6,5,10,6,3,10,15,0,0,5,7,16,4,0,10,0,0,13,1,9,10,21,4,5,11,29,5,13,14,21,4,10,20,1,2,0
TRINITY_DN4150_c0_g1,11,16,9,1,5,11,9,2,3,3,1,7,5,1,3,1,1,13,0,9,7,21,2,2,4,17,5,12,14,15,2,7,20,0,1,0
TRINITY_DN4154_c0_g1,4,2,5,0,1,3,4,0,3,1,2,3,0,0,4,0,1,3,0,10,3,32,1,2,10,18,3,19,0,7,0,3,5,0,0,0
TRINITY_DN4155_c0_g1,6,4,2,0,1,3,7,0,2,0,0,17,11,0,4,0,0,8,0,30,1,26,1,2,2,11,1,12,2,25,0,2,15,0,4,0
TRINITY_DN4156_c0_g1,6,4,9,0,12,11,18,0,5,2,3,20,7,0,5,0,7,15,3,22,19,29,5,8,9,23,3,12,13,18,7,10,20,0,2,0
TRINITY_DN4157_c0_g1,49,44,51,8,65,55,95,0,45,19,17,60,21,0,32,0,12,90,16,73,46,146,6,19,41,89,31,72,152,123,69,44,124,3,3,0
TRINITY_DN4159_c0_g1,3,2,0,0,0,0,7,0,0,0,0,2,4,0,2,0,0,5,0,0,0,5,0,1,0,1,0,2,0,5,1,1,9,0,0,0
TRINITY_DN4161_c0_g1,4,0,0,0,1,1,1,0,0,1,1,1,0,0,1,0,0,2,0,4,1,4,1,1,1,9,2,2,5,2,0,0,0,0,0,0
TRINITY_DN4162_c0_g1,1,3,1,1,0,2,5,0,2,0,0,0,0,0,0,0,0,1,0,3,1,11,0,0,2,3,0,1,7,5,0,0,4,0,0,0
TRINITY_DN4166_c0_g1,6,3,3,0,0,0,2,0,2,0,1,2,1,1,4,0,1,2,0,3,6,12,0,3,4,10,0,6,4,2,6,2,6,0,1,0
TRINITY_DN4167_c0_g1,2,3,7,1,0,0,5,0,0,1,0,3,1,0,4,0,1,1,0,1,3,8,1,1,2,11,0,8,5,4,4,0,4,0,1,0
TRINITY_DN4168_c0_g1,1,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,1,2,1,1,1,2,0,0,0,5,1,1,2,1,0,0,3,0,0,0
TRINITY_DN4169_c0_g1,5,8,8,0,17,4,7,0,3,0,3,10,2,0,4,0,1,8,3,22,21,21,0,4,3,15,8,17,7,14,2,3,17,1,0,0
TRINITY_DN4170_c0_g1,0,1,0,0,1,3,6,0,0,0,1,1,1,1,1,0,0,3,1,3,5,12,0,3,2,2,0,1,2,7,1,4,10,0,0,0
TRINITY_DN4173_c0_g1,6,13,7,2,7,4,9,0,5,3,2,10,4,0,12,0,0,7,2,14,9,24,7,4,6,11,4,6,10,23,3,4,15,0,2,0
TRINITY_DN4174_c0_g1,0,1,3,0,1,1,1,0,0,1,2,3,2,0,1,0,1,2,0,1,1,3,0,0,2,4,1,6,6,2,0,1,3,0,0,0
TRINITY_DN4179_c0_g1,3,9,7,2,2,17,8,0,3,2,0,7,1,0,5,0,5,4,1,19,11,10,7,3,2,18,4,12,8,14,6,4,11,0,0,0
TRINITY_DN4179_c1_g1,2,4,1,1,1,2,3,0,1,0,0,4,1,0,0,0,1,2,1,7,1,6,0,2,3,1,0,2,1,0,0,0,2,0,0,0
TRINITY_DN4180_c0_g1,1,3,1,1,0,0,4,0,0,5,5,12,4,0,0,0,2,3,0,8,6,15,1,4,5,10,5,8,6,4,0,1,12,1,0,0
TRINITY_DN4181_c0_g1,4,8,10,1,0,6,14,0,9,2,0,7,1,0,4,0,2,11,2,16,3,33,3,3,5,12,2,4,4,14,2,7,30,0,1,0
TRINITY_DN4182_c0_g1,5,1,3,2,5,5,5,0,1,1,1,2,0,0,1,0,1,2,0,5,3,12,1,3,6,9,1,8,6,8,9,0,8,0,0,0
TRINITY_DN4183_c0_g1,11,15,14,4,9,7,17,0,6,4,2,10,8,1,3,1,2,11,5,16,17,21,4,4,2,23,9,23,16,25,6,4,14,1,1,0
TRINITY_DN4184_c0_g1,1,3,0,0,0,1,4,0,0,0,0,1,0,0,2,0,0,1,0,2,2,0,1,0,1,2,0,2,1,1,0,0,3,0,0,0
TRINITY_DN4186_c0_g1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,3,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0
TRINITY_DN4187_c0_g1,0,1,0,1,0,0,1,0,0,0,1,1,1,0,0,0,1,0,0,3,9,6,0,3,0,3,0,0,0,1,0,0,0,0,0,0
TRINITY_DN4189_c0_g1,0,3,0,0,4,3,3,0,4,2,3,4,4,0,0,0,0,5,4,0,5,7,1,2,2,10,0,0,3,1,0,3,6,0,0,0
TRINITY_DN4191_c0_g1,3,1,2,1,1,2,3,0,1,1,1,2,2,0,0,0,0,3,0,9,2,20,2,3,0,14,3,6,3,9,0,3,6,0,1,0
TRINITY_DN4192_c0_g1,2,0,1,0,2,0,2,0,1,0,2,0,0,0,1,0,0,3,0,1,3,3,1,1,1,4,0,0,3,1,0,0,1,0,0,0
TRINITY_DN4193_c0_g1,7,10,6,3,5,15,24,0,6,0,3,16,5,1,10,0,0,15,1,19,12,31,2,8,13,19,4,17,11,20,2,7,21,1,2,1
TRINITY_DN4194_c0_g1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,6,0,1,0,0,3,1,2,0,3,0,0,1,0,1,0,0,0,1,0,0,0
TRINITY_DN4195_c0_g1,0,0,0,0,1,1,1,0,4,0,0,2,0,0,2,0,0,0,0,2,0,6,1,1,1,4,0,0,0,2,0,1,1,0,0,0
TRINITY_DN4196_c0_g1,1,0,0,1,0,0,2,0,0,0,0,1,1,0,2,0,0,3,0,2,0,5,0,1,8,9,1,2,0,0,0,2,0,0,0,0
TRINITY_DN4197_c0_g1,1,2,1,0,3,4,4,0,0,1,4,7,1,0,1,0,2,2,0,4,7,15,1,3,1,15,5,5,7,6,4,4,6,0,2,0
TRINITY_DN41_c0_g1,1,3,3,0,0,0,2,0,0,0,0,1,2,0,2,0,0,3,0,5,3,3,0,0,2,3,1,7,0,4,0,1,8,0,2,0
TRINITY_DN4200_c0_g1,18,18,44,3,8,28,27,0,16,4,13,35,17,2,11,0,8,28,10,52,28,75,3,11,15,47,14,34,24,57,18,17,59,0,6,0
TRINITY_DN4207_c0_g1,11,10,9,3,9,2,10,0,0,4,12,9,4,2,5,1,8,6,7,20,19,49,3,9,7,23,4,6,20,14,14,5,24,0,0,1
TRINITY_DN4208_c0_g1,4,4,5,1,1,7,7,0,0,2,2,5,2,0,1,0,5,0,3,8,6,13,0,0,3,4,5,8,5,6,3,2,5,0,0,0
TRINITY_DN4215_c0_g1,7,3,2,2,5,4,6,0,4,2,7,19,12,0,1,1,0,18,0,24,12,34,4,1,2,19,4,7,6,15,6,4,10,0,0,0
TRINITY_DN4218_c0_g1,3,3,4,0,1,1,6,0,5,3,1,2,2,0,6,0,1,5,7,11,9,18,2,3,6,15,3,4,4,22,1,2,7,0,2,0
TRINITY_DN4219_c0_g1,0,1,0,0,0,0,2,0,0,0,0,1,0,0,1,0,0,1,0,3,5,5,0,0,0,1,1,2,2,2,1,1,1,0,1,0
